"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11949","should create opportunity with required fields @smoke","chromium","2026-04-24","passed","2026-04-24","Opportunity Creation - Required Fields @smoke","opportunity/create-opportunity-required-fields.spec.ts","",""
